Mutual Information Function,0.7884615384615384,0.790133779264214
Univariate Selection using ANOVA Test,0.6555183946488294,0.782608695652174
Co-relation Matrix,0.7784280936454849,0.7926421404682275
Tree Based Classifier,0.8051839464882943,0.8001672240802675
Intuition Based (From Visualisation),0.8068561872909699,0.8060200668896321
