Mutual Information Function,0.8232323232323232,0.8320707070707071
Univariate Selection using ANOVA Test,0.7964646464646464,0.8005050505050505
Co-relation Matrix,0.8305555555555556,0.8318181818181818
Tree Based Classifier,0.8722222222222222,0.6691919191919192
